X,SubjID,Site,Task,Congruency,RT,Acc
9735,p59,ffa,object,cong,649.7512373,0
4434,P16,ffa,face,cong,1051.933402,1
9917,p59,lo,object,cong,553.230256,0
9349,p57,lo,object,cong,934.5248684,0
8111,p53,lo,object,incong,1051.05675,0
10050,p60,ffa,object,cong,557.7293957,0
14284,p74,lo,object,cong,1288.877604,1
8976,p56,lo,object,cong,726.8071642,0
5410,P19,ffa,face,cong,1090.25056,0
10967,p63,ffa,object,cong,740.937096,0
9266,p57,lo,object,incong,672.4639506,0
12600,p68,ffa,object,cong,1240.516263,1
14266,p74,lo,object,cong,1158.61113,0
2752,P09,lo,face,cong,933.9373491,1
5579,P19,lo,face,cong,1159.998186,1
2986,P10,lo,face,cong,922.5907727,0
13904,p73,lo,object,cong,485.278775,0
5994,P21,ffa,face,incong,532.7603769,0
484,P02,lo,face,cong,1207.428994,1
6003,P21,ffa,face,cong,770.7066901,0
7420,p51,lo,object,cong,816.3164706,0
7201,p51,ffa,object,cong,633.3539596,0
5355,P19,ffa,face,cong,1117.560133,0
9446,p58,ffa,object,cong,625.4539998,1
8385,p54,lo,object,cong,853.3942597,0
1145,P04,lo,face,incong,836.1189907,0
11895,p66,ffa,object,cong,1225.893522,1
13947,p73,lo,object,cong,495.3710928,0
12938,p69,ffa,object,cong,677.5019398,0
7711,p52,lo,object,cong,462.2357388,0
6092,P21,lo,face,incong,969.4403019,1
8274,p54,lo,object,cong,1181.960963,0
2125,P07,lo,face,incong,773.7859526,0
4220,P15,lo,face,cong,484.3285757,0
3191,P12,ffa,face,cong,773.2163811,1
1386,P05,ffa,face,cong,533.5909991,0
13778,p73,ffa,object,cong,776.5419205,0
7523,p52,ffa,object,cong,570.6755518,1
11608,p65,ffa,object,incong,1154.092646,1
7086,P24,lo,face,cong,1243.658539,1
397,P02,ffa,face,cong,969.3084615,1
12305,p67,ffa,object,cong,630.1491628,0
58,P01,ffa,face,incong,478.8934679,1
7168,P24,lo,face,cong,1234.127688,1
4230,P15,lo,face,cong,753.1129615,0
799,P03,lo,face,cong,680.3297493,1
12028,p66,lo,object,cong,1273.766564,1
4264,P15,lo,face,cong,797.9416445,0
1534,P05,lo,face,cong,1107.652442,0
3996,P14,lo,face,cong,683.1113212,1
1729,P06,lo,face,cong,989.8089026,0
13659,p72,lo,object,cong,660.8767798,0
4660,P16,lo,face,cong,1071.595422,0
5553,P19,lo,face,cong,989.5240775,1
7913,p53,ffa,object,cong,817.222499,0
10239,p60,lo,object,cong,736.1242352,0
12220,p67,ffa,object,cong,676.9746321,0
8493,p55,ffa,object,cong,1270.261916,1
5533,P19,lo,face,cong,1191.022063,1
6930,P24,ffa,face,cong,1239.020891,0
11399,p64,lo,object,cong,873.7696666,1
11653,p65,ffa,object,cong,499.957419,1
13066,p69,lo,object,incong,977.4884244,0
10279,p60,lo,object,incong,728.609669,0
6794,P23,lo,face,cong,1100.258906,0
9823,p59,ffa,object,incong,1080.433904,1
4026,P14,lo,face,cong,709.7524551,1
4576,P16,lo,face,cong,441.2555655,1
5039,P18,ffa,face,cong,400.0066051,0
10830,p62,lo,object,cong,597.9987891,1
11743,p65,lo,object,cong,554.860554,0
6231,P21,lo,face,cong,957.5885844,0
3366,P12,lo,face,cong,1165.150648,0
5469,P19,lo,face,incong,1091.552755,0
2092,P07,lo,face,cong,494.2674186,1
9471,p58,ffa,object,cong,1250.87552,1
4420,P16,ffa,face,cong,797.280721,0
7963,p53,lo,object,incong,596.8569745,0
5117,P18,ffa,face,cong,418.8084928,1
1784,P06,lo,face,cong,510.5406534,0
6379,P22,ffa,face,cong,509.9856052,0
10224,p60,lo,object,cong,545.6485933,1
14223,p74,lo,object,incong,901.1808694,1
12069,p66,lo,object,cong,1272.389935,1
13313,p70,lo,object,cong,626.228413,0
3606,P13,lo,face,cong,1119.045115,0
11564,p65,ffa,object,cong,646.7560577,1
13859,p73,ffa,object,cong,1244.174539,1
2391,P08,lo,face,cong,474.769885,1
6132,P21,lo,face,cong,660.2157448,0
11981,p66,ffa,object,cong,846.6501379,1
338,P02,ffa,face,cong,773.9855625,0
10986,p63,ffa,object,cong,437.3530897,1
13745,p73,ffa,object,cong,1147.391505,0
9569,p58,lo,object,cong,698.0546482,1
9737,p59,ffa,object,cong,416.981942,1
29,P01,ffa,face,cong,1059.967004,0
10716,p62,ffa,object,cong,749.515771,0
12995,p69,lo,object,cong,1013.255835,0
13704,p72,lo,object,cong,605.9892719,0
13817,p73,ffa,object,cong,1144.808712,1
8320,p54,lo,object,cong,604.4952042,0
6457,P22,lo,face,cong,898.129481,1
12441,p67,lo,object,cong,409.1662453,1
13056,p69,lo,object,cong,902.0063856,1
4540,P16,lo,face,cong,1076.85309,1
7286,p51,ffa,object,cong,821.9712902,0
7280,p51,ffa,object,cong,697.7793285,0
11237,p64,ffa,object,cong,736.4537193,0
14348,p74,lo,object,cong,525.7017213,1
2705,P09,lo,face,cong,1040.776612,1
9173,p57,ffa,object,cong,529.5592586,0
12670,p68,lo,object,cong,413.1362052,1
12362,p67,lo,object,cong,461.2978266,0
5154,P18,lo,face,cong,1240.405185,1
2999,P10,lo,face,cong,1249.849587,1
13330,p70,lo,object,cong,781.6908549,0
11000,p63,ffa,object,cong,538.566045,1
10077,p60,ffa,object,cong,1112.577442,1
1163,P04,lo,face,cong,1039.781376,0
10356,p61,ffa,object,cong,460.8708072,1
5971,P21,ffa,face,cong,937.1909807,0
8416,p54,lo,object,cong,918.1070113,0
1800,P06,lo,face,cong,1129.332583,0
3800,P14,ffa,face,cong,814.0742139,1
12936,p69,ffa,object,incong,664.2007212,0
6583,P23,ffa,face,incong,568.2401726,0
14217,p74,lo,object,cong,630.2014927,0
11160,p63,lo,object,cong,1202.576172,1
1681,P06,ffa,face,cong,816.1731332,0
7064,P24,lo,face,cong,597.9836838,0
2649,P09,ffa,face,cong,905.0759419,0
4871,P17,lo,face,cong,1247.670774,0
11656,p65,ffa,object,cong,1254.14011,0
9116,p57,ffa,object,cong,1242.844062,0
10312,p61,ffa,object,cong,531.8257611,1
13092,p69,lo,object,cong,1145.22902,0
9901,p59,lo,object,incong,474.3509,1
9427,p58,ffa,object,cong,914.5379858,0
4184,P15,ffa,face,incong,723.5658967,0
3544,P13,ffa,face,cong,415.4893503,0
11503,p64,lo,object,cong,690.6570036,0
9676,p59,ffa,object,cong,557.236274,0
9682,p59,ffa,object,cong,1194.335603,0
14207,p74,lo,object,cong,919.740365,1
8830,p56,ffa,object,cong,1023.84974,1
2880,P10,ffa,face,cong,709.4570552,1
7364,p51,lo,object,cong,844.9145609,1
11102,p63,lo,object,cong,455.9374794,0
6741,P23,lo,face,incong,1143.532606,0
5320,P19,ffa,face,incong,764.0362471,0
1438,P05,lo,face,incong,746.6255017,1
10800,p62,lo,object,cong,697.6370235,0
5997,P21,ffa,face,cong,490.0594787,0
10700,p62,ffa,object,cong,540.7229117,0
8804,p56,ffa,object,incong,1280.604683,1
7038,P24,lo,face,cong,1196.399703,1
1743,P06,lo,face,cong,435.73612,1
4237,P15,lo,face,cong,671.3875213,0
542,P02,lo,face,cong,1180.444451,0
11109,p63,lo,object,cong,1244.08725,1
4459,P16,ffa,face,cong,759.9080706,0
12653,p68,lo,object,incong,649.8952516,1
13343,p70,lo,object,cong,854.4000474,1
11996,p66,ffa,object,cong,984.1267538,1
5707,P20,ffa,face,cong,1185.501214,1
1109,P04,lo,face,cong,942.7160624,0
3210,P12,ffa,face,cong,864.9788639,0
6199,P21,lo,face,incong,931.4147956,0
3182,P12,ffa,face,incong,464.8871227,1
5439,P19,ffa,face,cong,1201.629843,1
3258,P12,ffa,face,cong,1032.345021,0
636,P03,ffa,face,incong,954.5818392,1
13539,p72,ffa,object,incong,791.1482855,0
14228,p74,lo,object,cong,625.602079,0
13499,p72,ffa,object,incong,1127.390282,0
4488,P16,ffa,face,cong,475.1877794,0
2386,P08,lo,face,cong,1279.759099,1
9920,p59,lo,object,cong,632.0082319,0
6450,P22,lo,face,cong,1047.671902,1
2759,P09,lo,face,cong,693.5344901,0
9406,p58,ffa,object,cong,819.9229968,0
12785,p68,lo,object,cong,1061.952846,1
2159,P07,lo,face,cong,620.8720576,1
13395,p70,lo,object,cong,923.1160809,1
1430,P05,lo,face,cong,1062.7635,0
14339,p74,lo,object,cong,978.3674979,1
9657,p58,lo,object,cong,802.500524,0
12364,p67,lo,object,incong,970.6343268,0
9208,p57,lo,object,cong,771.0416785,0
8847,p56,ffa,object,incong,618.8546142,1
6834,P23,lo,face,cong,1139.354459,1
12590,p68,ffa,object,cong,525.7592792,1
10091,p60,ffa,object,cong,1108.538857,0
1586,P06,ffa,face,cong,857.9090044,0
12697,p68,lo,object,cong,955.7997654,0
12076,p66,lo,object,cong,461.2021283,1
8152,p54,ffa,object,incong,1130.843274,0
6201,P21,lo,face,cong,1120.299858,0
10645,p62,ffa,object,cong,959.2673741,1
13781,p73,ffa,object,cong,834.5558437,0
4238,P15,lo,face,incong,909.5633503,1
9178,p57,ffa,object,cong,1110.373365,0
13592,p72,lo,object,incong,929.9915566,0
3530,P13,ffa,face,cong,1236.751536,1
14233,p74,lo,object,cong,777.7621133,1
1533,P05,lo,face,cong,943.2185325,1
5911,P20,lo,face,incong,1269.042506,0
12824,p69,ffa,object,cong,938.1425858,1
12782,p68,lo,object,incong,528.5068897,0
1257,P05,ffa,face,cong,1093.504097,1
5906,P20,lo,face,incong,1042.49825,1
10327,p61,ffa,object,cong,668.738473,1
5947,P21,ffa,face,cong,799.5255137,0
7057,P24,lo,face,cong,432.2054863,1
13475,p72,ffa,object,cong,557.2316727,1
12562,p68,ffa,object,incong,1256.55731,0
5140,P18,ffa,face,cong,696.84565,0
4641,P16,lo,face,cong,1051.380662,0
14054,p74,ffa,object,cong,582.3734575,0
9756,p59,ffa,object,incong,713.2512676,1
5845,P20,lo,face,incong,950.6081089,1
7208,p51,ffa,object,incong,750.5300202,1
10738,p62,ffa,object,cong,404.6850839,0
14249,p74,lo,object,cong,996.6634637,0
5423,P19,ffa,face,cong,1080.075032,0
13194,p70,ffa,object,cong,502.2519949,1
5561,P19,lo,face,cong,715.8954931,0
12146,p66,lo,object,cong,890.3679727,0
1793,P06,lo,face,cong,454.2709522,0
11104,p63,lo,object,cong,713.589616,1
12082,p66,lo,object,cong,1130.521455,0
7448,p51,lo,object,cong,437.5066291,1
13231,p70,ffa,object,cong,494.4670759,0
5152,P18,lo,face,cong,543.4867805,0
4537,P16,lo,face,cong,664.8036542,1
5641,P20,ffa,face,incong,855.0128098,1
8464,p55,ffa,object,incong,1000.737567,1
14155,p74,ffa,object,cong,669.5468647,1
123,P01,ffa,face,incong,736.7655758,1
6088,P21,lo,face,cong,1133.152023,1
13153,p70,ffa,object,cong,472.0332016,1
8136,p54,ffa,object,incong,493.4499067,1
10500,p61,lo,object,cong,1223.545126,1
7478,p51,lo,object,cong,1074.754721,1
8266,p54,ffa,object,cong,1199.848156,0
707,P03,ffa,face,incong,926.9454379,1
1525,P05,lo,face,cong,666.2459861,1
10554,p61,lo,object,cong,1230.670994,1
2673,P09,lo,face,incong,915.7722004,1
12492,p68,ffa,object,cong,830.0000274,0
5781,P20,lo,face,incong,502.4044833,0
7007,P24,ffa,face,cong,637.6383924,1
8323,p54,lo,object,incong,567.3475166,1
498,P02,lo,face,incong,766.6396489,0
6672,P23,ffa,face,cong,441.2893275,1
13541,p72,ffa,object,cong,486.2688499,1
13695,p72,lo,object,cong,1046.083008,1
10729,p62,ffa,object,cong,1214.245507,0
11375,p64,ffa,object,cong,1231.1258,0
6359,P22,ffa,face,cong,740.8954774,0
10198,p60,lo,object,cong,850.7276564,1
11874,p66,ffa,object,cong,706.202795,1
8807,p56,ffa,object,cong,1167.357337,1
539,P02,lo,face,cong,1270.151734,1
153,P01,ffa,face,incong,574.5638331,0
11635,p65,ffa,object,cong,438.3199303,0
7328,p51,ffa,object,cong,474.0646172,1
7049,P24,lo,face,cong,1175.661106,0
3506,P13,ffa,face,incong,1159.559173,0
5034,P18,ffa,face,incong,429.7155873,1
11994,p66,ffa,object,cong,760.8262061,1
8924,p56,lo,object,cong,469.969341,0
3776,P14,ffa,face,cong,874.95497,1
4393,P16,ffa,face,cong,1027.589726,0
2358,P08,lo,face,cong,938.1986589,0
14073,p74,ffa,object,cong,564.6337833,0
740,P03,ffa,face,incong,752.2041206,1
13971,p73,lo,object,cong,471.4931779,0
11322,p64,ffa,object,cong,701.5545558,1
4443,P16,ffa,face,cong,1195.854675,0
10635,p62,ffa,object,cong,1198.243364,0
1207,P04,lo,face,cong,1165.904334,0
10056,p60,ffa,object,incong,648.661653,1
5852,P20,lo,face,cong,1237.094285,1
6761,P23,lo,face,cong,511.6967335,0
59,P01,ffa,face,cong,462.8147881,0
12898,p69,ffa,object,cong,896.4009291,0
10727,p62,ffa,object,cong,444.2725124,0
13150,p70,ffa,object,cong,588.8989634,0
2851,P10,ffa,face,cong,487.1188453,1
3598,P13,lo,face,cong,703.4477893,1
10550,p61,lo,object,cong,1137.722682,1
10261,p60,lo,object,cong,915.0446899,1
7954,p53,ffa,object,cong,700.8883443,0
6086,P21,lo,face,incong,1033.789055,1
1227,P04,lo,face,cong,793.9918319,1
14342,p74,lo,object,cong,1229.87315,0
5254,P18,lo,face,cong,700.0703056,1
9986,p60,ffa,object,cong,935.5579415,0
10857,p62,lo,object,cong,620.4366551,0
8076,p53,lo,object,cong,1061.772917,0
6087,P21,lo,face,cong,857.6008293,0
5311,P19,ffa,face,cong,1242.369496,0
3913,P14,lo,face,incong,423.7676217,1
6497,P22,lo,face,cong,818.3656719,1
9930,p59,lo,object,cong,680.4767906,1
12831,p69,ffa,object,cong,1105.286425,0
12306,p67,ffa,object,cong,586.4661454,1
14015,p73,lo,object,cong,453.8484482,1
811,P03,lo,face,cong,1118.507804,1
1442,P05,lo,face,incong,1049.233044,1
1107,P04,lo,face,cong,793.7001796,1
8672,p55,lo,object,cong,740.881073,1
12013,p66,lo,object,incong,957.7613707,1
9286,p57,lo,object,cong,485.2720098,1
5235,P18,lo,face,incong,460.3786171,1
652,P03,ffa,face,cong,922.1946046,0
8305,p54,lo,object,incong,1142.249214,1
10597,p61,lo,object,cong,798.4662124,1
3058,P10,lo,face,incong,628.3518629,0
4945,P17,lo,face,cong,1052.444007,1
6258,P22,ffa,face,incong,839.972303,1
6785,P23,lo,face,cong,946.6712794,0
3566,P13,ffa,face,cong,406.1198707,0
2028,P07,ffa,face,cong,1173.720305,0
6974,P24,ffa,face,cong,781.2418922,1
126,P01,ffa,face,cong,459.9800447,0
6532,P22,lo,face,cong,1228.879081,0
11703,p65,lo,object,cong,1222.341961,1
11219,p63,lo,object,cong,836.8468739,1
12332,p67,lo,object,cong,845.6386306,0
1070,P04,ffa,face,cong,692.1618833,0
4585,P16,lo,face,cong,1256.713661,1
8494,p55,ffa,object,cong,973.1750215,1
1299,P05,ffa,face,cong,611.3470202,1
10128,p60,ffa,object,cong,879.471929,0
6260,P22,ffa,face,cong,1228.974905,0
1300,P05,ffa,face,cong,814.2384637,1
6162,P21,lo,face,cong,1256.820076,0
4509,P16,ffa,face,cong,1075.771487,0
8204,p54,ffa,object,incong,782.519083,1
6096,P21,lo,face,cong,826.9326727,0
9741,p59,ffa,object,cong,1269.715774,1
2001,P07,ffa,face,cong,1262.734633,0
14287,p74,lo,object,incong,761.2637345,0
11096,p63,lo,object,cong,835.7562466,1
12478,p67,lo,object,cong,1285.066908,0
12511,p68,ffa,object,cong,1046.833613,1
1966,P07,ffa,face,cong,424.0734613,1
6078,P21,ffa,face,cong,827.7503012,0
1709,P06,ffa,face,cong,748.8938864,0
497,P02,lo,face,cong,1034.188447,1
14002,p73,lo,object,cong,721.2965332,1
5150,P18,lo,face,cong,412.7162442,0
7289,p51,ffa,object,cong,970.8820719,0
10363,p61,ffa,object,incong,882.1922102,1
237,P01,lo,face,cong,909.3324367,0
6255,P22,ffa,face,cong,847.3708304,1
10026,p60,ffa,object,cong,1228.542906,1
9325,p57,lo,object,cong,847.7836872,0
11050,p63,ffa,object,cong,1277.791292,1
5806,P20,lo,face,cong,757.9590258,0
3898,P14,ffa,face,cong,842.3611747,1
3452,P13,ffa,face,cong,593.5540265,0
5242,P18,lo,face,cong,861.8765596,0
10266,p60,lo,object,cong,1039.799754,0
7818,p53,ffa,object,cong,603.9611873,1
8219,p54,ffa,object,cong,1216.826294,0
9911,p59,lo,object,cong,1004.190579,1
7375,p51,lo,object,incong,781.0878881,1
13028,p69,lo,object,cong,1237.107555,0
1034,P04,ffa,face,cong,825.2858074,0
10305,p61,ffa,object,cong,662.3726831,1
14111,p74,ffa,object,cong,736.9250242,1
4146,P15,ffa,face,incong,522.9619335,0
1577,P06,ffa,face,cong,838.9043534,0
9031,p56,lo,object,incong,678.5651454,0
26,P01,ffa,face,cong,451.3524834,0
6081,P21,ffa,face,cong,746.4056994,1
10804,p62,lo,object,incong,642.9083065,0
14326,p74,lo,object,cong,1214.092504,0
2306,P08,ffa,face,cong,1029.942413,1
9008,p56,lo,object,incong,503.2158942,0
13520,p72,ffa,object,cong,1269.82242,1
5862,P20,lo,face,cong,658.7664171,1
3750,P14,ffa,face,cong,946.1429533,0
4966,P17,lo,face,cong,1116.16609,1
13989,p73,lo,object,cong,909.8506401,1
3034,P10,lo,face,cong,509.6753594,1
11522,p64,lo,object,cong,612.5092543,0
14305,p74,lo,object,cong,697.9252292,0
10065,p60,ffa,object,cong,699.3180297,1
774,P03,ffa,face,cong,1207.722502,0
252,P01,lo,face,cong,541.5095069,1
9761,p59,ffa,object,cong,620.4708936,0
12464,p67,lo,object,cong,1199.643801,0
74,P01,ffa,face,cong,416.339892,1
45,P01,ffa,face,incong,531.3618249,0
12024,p66,lo,object,cong,652.608828,1
4386,P16,ffa,face,cong,971.7303119,0
2405,P08,lo,face,cong,1233.852298,0
8347,p54,lo,object,cong,475.2238946,0
6149,P21,lo,face,cong,1020.411257,1
446,P02,ffa,face,cong,668.344168,1
6542,P22,lo,face,cong,744.8425755,1
34,P01,ffa,face,incong,732.8183504,0
2409,P08,lo,face,incong,456.2544309,0
10522,p61,lo,object,cong,730.0386245,0
14271,p74,lo,object,cong,1077.357184,0
3700,P13,lo,face,cong,855.7734978,0
831,P03,lo,face,cong,1205.936389,0
13426,p72,ffa,object,incong,595.2966275,1
10281,p60,lo,object,cong,544.2958629,1
8618,p55,lo,object,cong,1006.954366,1
10157,p60,lo,object,cong,782.9053739,1
846,P03,lo,face,cong,919.7402056,1
350,P02,ffa,face,cong,1109.573707,0
9721,p59,ffa,object,cong,952.2703799,1
11889,p66,ffa,object,cong,849.6200808,1
2035,P07,lo,face,cong,573.5565271,0
5872,P20,lo,face,cong,501.9715984,1
312,P01,lo,face,cong,449.0328325,0
9875,p59,lo,object,cong,1099.229464,0
12196,p67,ffa,object,incong,537.0157696,1
10584,p61,lo,object,cong,1121.31925,1
11028,p63,ffa,object,incong,1115.083505,0
3746,P14,ffa,face,cong,620.268535,0
7975,p53,lo,object,cong,946.9500797,1
127,P01,ffa,face,cong,1079.977785,1
1560,P05,lo,face,cong,1078.795302,0
454,P02,ffa,face,cong,445.1196226,1
1459,P05,lo,face,incong,526.013098,0
9970,p59,lo,object,incong,1121.752093,1
646,P03,ffa,face,cong,1014.754587,0
10043,p60,ffa,object,cong,481.1122572,0
2140,P07,lo,face,cong,604.3034159,1
3619,P13,lo,face,cong,1085.491251,1
8523,p55,ffa,object,cong,517.4444124,0
4482,P16,ffa,face,incong,502.1474519,1
9421,p58,ffa,object,incong,441.1349979,0
7862,p53,ffa,object,cong,909.6859906,1
7165,P24,lo,face,incong,814.2425769,0
6685,P23,ffa,face,cong,587.0894166,1
12640,p68,lo,object,cong,927.8356619,0
6995,P24,ffa,face,cong,685.9676604,1
7532,p52,ffa,object,cong,436.754678,0
12537,p68,ffa,object,cong,999.822797,0
7187,p51,ffa,object,cong,615.4261987,0
5780,P20,lo,face,cong,634.3302404,0
6589,P23,ffa,face,cong,958.9909326,0
8589,p55,lo,object,cong,439.9786075,1
7309,p51,ffa,object,cong,1134.554309,1
8736,p55,lo,object,cong,1231.953804,0
9451,p58,ffa,object,cong,852.6759816,1
8442,p55,ffa,object,cong,819.1931497,1
3987,P14,lo,face,incong,1187.923885,0
8460,p55,ffa,object,incong,727.7990904,1
4907,P17,lo,face,cong,677.9057432,0
2111,P07,lo,face,cong,1166.892212,0
2373,P08,lo,face,cong,1158.445031,0
9561,p58,lo,object,cong,509.0592272,1
3673,P13,lo,face,incong,697.5240261,1
8578,p55,ffa,object,cong,608.5247572,0
9227,p57,lo,object,cong,1080.941845,1
1589,P06,ffa,face,cong,895.8558193,0
2045,P07,lo,face,cong,1281.727271,0
5121,P18,ffa,face,cong,899.4376563,1
4054,P14,lo,face,incong,1270.604643,0
12284,p67,ffa,object,cong,816.0829861,1
4584,P16,lo,face,incong,769.4654902,1
6911,P24,ffa,face,cong,797.2982232,0
8257,p54,ffa,object,cong,572.0295955,0
10695,p62,ffa,object,cong,939.4999611,0
11324,p64,ffa,object,cong,497.1138397,1
13303,p70,lo,object,cong,765.3534665,1
10092,p60,ffa,object,cong,687.0087988,1
3490,P13,ffa,face,cong,715.4538112,0
6787,P23,lo,face,cong,474.8597387,0
13296,p70,lo,object,cong,1269.770739,0
3348,P12,lo,face,cong,1025.937463,0
12179,p67,ffa,object,cong,831.579822,0
8004,p53,lo,object,cong,475.5323949,1
3135,P12,ffa,face,cong,725.6235973,0
11697,p65,ffa,object,cong,811.9286257,1
14324,p74,lo,object,cong,1255.0087,0
3862,P14,ffa,face,cong,910.3843993,0
3812,P14,ffa,face,cong,865.0699537,1
52,P01,ffa,face,cong,430.9910784,0
6564,P23,ffa,face,cong,1226.316321,1
11625,p65,ffa,object,cong,1044.517232,1
1951,P07,ffa,face,cong,625.6433295,0
11189,p63,lo,object,cong,671.8364942,0
1249,P05,ffa,face,cong,1251.859477,0
27,P01,ffa,face,cong,1087.133878,0
1943,P07,ffa,face,incong,737.0792768,0
33,P01,ffa,face,incong,681.6660511,1
11334,p64,ffa,object,cong,1198.096217,0
4285,P15,lo,face,cong,825.147057,0
9592,p58,lo,object,cong,1154.986968,1
12080,p66,lo,object,cong,1166.723487,0
6739,P23,lo,face,cong,972.6640793,0
9410,p58,ffa,object,cong,1257.848398,1
3187,P12,ffa,face,cong,1190.851274,0
7529,p52,ffa,object,incong,525.947002,0
9509,p58,ffa,object,incong,711.5479091,1
11491,p64,lo,object,cong,752.150649,1
4178,P15,ffa,face,cong,843.8970796,0
11139,p63,lo,object,incong,1187.663271,0
7464,p51,lo,object,cong,467.3229791,1
10206,p60,lo,object,incong,780.5056525,1
13316,p70,lo,object,incong,1210.011194,1
10246,p60,lo,object,cong,787.8171201,0
5441,P19,ffa,face,cong,1052.508344,0
13664,p72,lo,object,cong,1259.3756,0
2813,P10,ffa,face,cong,1095.219505,1
348,P02,ffa,face,cong,1016.493964,1
12657,p68,lo,object,incong,1082.014948,0
2552,P09,ffa,face,cong,1186.263844,1
911,P03,lo,face,cong,1180.860463,1
6533,P22,lo,face,cong,440.6593805,0
4975,P17,lo,face,cong,1056.617066,1
5227,P18,lo,face,incong,730.5159816,0
3502,P13,ffa,face,incong,812.0981295,0
6394,P22,ffa,face,cong,1231.681479,0
13018,p69,lo,object,incong,1173.600321,1
3347,P12,lo,face,incong,1041.584951,1
14246,p74,lo,object,cong,1227.025085,0
12120,p66,lo,object,incong,1216.878015,0
12218,p67,ffa,object,cong,1140.119067,0
12699,p68,lo,object,cong,1232.391216,0
13944,p73,lo,object,cong,725.9952119,0
11432,p64,lo,object,cong,1106.753836,1
5452,P19,ffa,face,cong,543.5305536,1
12178,p67,ffa,object,cong,1117.713379,0
7020,P24,ffa,face,cong,906.6812652,1
6418,P22,lo,face,cong,949.9693023,0
11805,p65,lo,object,cong,802.5936637,1
13555,p72,ffa,object,cong,749.1317227,0
8839,p56,ffa,object,cong,606.6575691,1
8968,p56,lo,object,cong,1194.034281,0
6075,P21,ffa,face,cong,742.6998554,1
10798,p62,lo,object,cong,781.3698505,0
14007,p73,lo,object,cong,1015.145098,1
2698,P09,lo,face,cong,1036.068092,0
5397,P19,ffa,face,incong,1180.35493,1
4160,P15,ffa,face,cong,848.3463437,1
3214,P12,ffa,face,cong,458.9120153,1
2381,P08,lo,face,incong,483.1520903,0
13588,p72,lo,object,cong,809.1855707,0
296,P01,lo,face,cong,784.3178014,0
7996,p53,lo,object,cong,599.4694146,1
12387,p67,lo,object,cong,1116.243129,1
12955,p69,lo,object,cong,1043.809828,1
9982,p59,lo,object,cong,480.9543778,1
134,P01,ffa,face,cong,1174.306353,1
7271,p51,ffa,object,cong,1130.386068,0
130,P01,ffa,face,cong,1097.460456,0
7282,p51,ffa,object,incong,570.9694094,0
9139,p57,ffa,object,cong,917.8881175,1
7991,p53,lo,object,cong,733.3035297,0
3926,P14,lo,face,cong,1043.13362,0
8027,p53,lo,object,cong,1073.129603,0
10649,p62,ffa,object,incong,501.2770587,1
13966,p73,lo,object,cong,610.2751632,1
11634,p65,ffa,object,cong,872.3281924,0
7015,P24,ffa,face,cong,433.3556436,0
4625,P16,lo,face,cong,479.8066675,0
13892,p73,lo,object,cong,1149.120487,1
4323,P15,lo,face,incong,782.7368359,1
4824,P17,ffa,face,cong,894.0491835,0
5234,P18,lo,face,cong,767.908561,0
5803,P20,lo,face,cong,1080.879828,1
11966,p66,ffa,object,cong,1046.027191,0
3234,P12,ffa,face,cong,1152.823616,1
9950,p59,lo,object,cong,610.4053011,0
7259,p51,ffa,object,cong,1011.623744,1
11726,p65,lo,object,cong,636.7964543,1
7833,p53,ffa,object,cong,875.6844917,1
9009,p56,lo,object,cong,1034.819746,1
6119,P21,lo,face,cong,1154.102076,0
768,P03,ffa,face,cong,1023.788054,0
13593,p72,lo,object,cong,892.3558635,1
7505,p52,ffa,object,cong,717.8354961,0
14123,p74,ffa,object,cong,842.5740091,1
12848,p69,ffa,object,cong,484.800614,1
11106,p63,lo,object,cong,421.0068637,1
422,P02,ffa,face,cong,440.4109821,1
10709,p62,ffa,object,cong,844.3790764,1
4644,P16,lo,face,cong,993.7514467,1
6967,P24,ffa,face,cong,577.081986,1
1220,P04,lo,face,incong,1236.809416,0
2215,P08,ffa,face,cong,409.127692,0
1652,P06,ffa,face,cong,1200.515481,1
14280,p74,lo,object,cong,1112.281151,1
9858,p59,lo,object,incong,586.943274,1
4667,P16,lo,face,cong,606.2514507,1
5927,P20,lo,face,incong,548.7328829,1
10712,p62,ffa,object,cong,847.0726794,1
7579,p52,ffa,object,cong,910.2410151,1
12363,p67,lo,object,cong,858.3607583,0
1403,P05,ffa,face,cong,583.8783103,0
759,P03,ffa,face,cong,1049.597424,1
2253,P08,ffa,face,incong,442.887408,1
8657,p55,lo,object,cong,676.309955,1
9771,p59,ffa,object,incong,870.7339836,0
7423,p51,lo,object,cong,1112.625758,0
876,P03,lo,face,cong,405.9914769,1
8677,p55,lo,object,cong,608.3208884,0
983,P04,ffa,face,cong,1017.166955,0
13511,p72,ffa,object,cong,800.6129244,0
3581,P13,ffa,face,cong,577.66081,0
594,P02,lo,face,cong,1058.843893,1
2200,P08,ffa,face,cong,1139.83561,0
2898,P10,ffa,face,cong,801.0722189,0
7102,P24,lo,face,incong,596.3502594,0
13849,p73,ffa,object,cong,915.9270949,1
12450,p67,lo,object,cong,1159.802695,0
11475,p64,lo,object,cong,489.9051877,0
12872,p69,ffa,object,incong,1112.762203,0
1732,P06,lo,face,cong,749.6456873,1
14302,p74,lo,object,cong,977.4514294,0
10090,p60,ffa,object,cong,1215.375713,1
12067,p66,lo,object,cong,558.4830054,0
6305,P22,ffa,face,incong,817.6002939,1
2717,P09,lo,face,incong,1016.373082,1
